"Series Description","Bank credit, all commercial banks, seasonally adjusted","Securities in bank credit, all commercial banks, seasonally adjusted","Treasury and agency securities, all commercial banks, seasonally adjusted","Treasury and agency securities: Mortgage-backed securities (MBS), all commercial banks, seasonally adjusted","Treasury and agency securities: Non-MBS, all commercial banks, seasonally adjusted","Other securities, all commercial banks, seasonally adjusted","Other securities: Mortgage-backed securities, all commercial banks, seasonally adjusted","Other securities: Non-MBS, all commercial banks, seasonally adjusted","Loans and leases in bank credit, all commercial banks, seasonally adjusted","Commercial and industrial loans, all commercial banks, seasonally adjusted","Real estate loans, all commercial banks, seasonally adjusted","Real estate loans: Residential real estate loans, all commercial banks, seasonally adjusted","Real estate loans: Residential real estate loans: Revolving home equity loans, all commercial banks, seasonally adjusted","Real estate loans: Residential real estate loans: Closed-end residential loans, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans: Construction and land development loans, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by farmland, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by multifamily properties, all commercial banks, seasonally adjusted","Real estate loans: Commercial real estate loans: Secured by nonfarm nonresidential properties, all commercial banks, seasonally adjusted","Consumer loans, all commercial banks, seasonally adjusted","Consumer loans: Credit cards and other revolving plans, all commercial banks, seasonally adjusted","Consumer loans: Other consumer loans, all commercial banks, seasonally adjusted","Consumer loans: Other consumer loans: Automobile loans, all commercial banks, seasonally adjusted","Consumer loans: Other consumer loans: All other consumer loans, all commercial banks, seasonally adjusted","Other loans and leases: All other loans and leases, all commercial banks, seasonally adjusted","Other loans and leases: All other loans and leases: Loans to nondepository financial institutions, all commercial banks, seasonally adjusted","Other loans and leases: All other loans and leases: Other loans not elsewhere classified, all commercial banks, seasonally adjusted","LESS: Allowance for loan and lease losses, all commercial banks, seasonally adjusted","Cash assets, all commercial banks, seasonally adjusted","Total fed funds sold and securities purchased under agreements to resell, all commercial banks, seasonally adjusted","Loans to commercial banks, all commercial banks, seasonally adjusted","Other assets, all commercial banks, seasonally adjusted","Total assets, all commercial banks, seasonally adjusted","Deposits, all commercial banks, seasonally adjusted","Large time deposits, all commercial banks, seasonally adjusted","Other deposits, all commercial banks, seasonally adjusted","Borrowings, all commercial banks, seasonally adjusted","Net due to related foreign offices, all commercial banks, seasonally adjusted","Other liabilities, all commercial banks, seasonally adjusted","Total liabilities, all commercial banks, seasonally adjusted","Residual (assets less liabilities), all commercial banks, seasonally adjusted"
"Unit:","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency"
"Multiplier:","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000"
"Currency:","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD"
"Unique Identifier:","H8/H8/B1001NCBA","H8/H8/B1002NCBA","H8/H8/B1003NCBA","H8/H8/B1301NCBA","H8/H8/B1302NCBA","H8/H8/B1011NCBA","H8/H8/B1303NCBA","H8/H8/B1304NCBA","H8/H8/B1020NCBA","H8/H8/B1023NCBA","H8/H8/B1026NCBA","H8/H8/B1221NCBA","H8/H8/B1027NCBA","H8/H8/B1220NCBA","H8/H8/B3219NCBA","H8/H8/B1215NCBA","H8/H8/B1216NCBA","H8/H8/B1217NCBA","H8/H8/B1218NCBA","H8/H8/B1029NCBA","H8/H8/B1247NCBA","H8/H8/B3248NCBA","H8/H8/B1243NCBA","H8/H8/B2245NCBA","H8/H8/B3305NCBA","H8/H8/B1030NCBA","H8/H8/B2310NCBA","H8/H8/B1043NCBA","H8/H8/B1048NCBA","H8/H8/B3092NCBA","H8/H8/B1047NCBA","H8/H8/B3053NCBA","H8/H8/B1151NCBA","H8/H8/B1058NCBA","H8/H8/B1072NCBA","H8/H8/B1110NCBA","H8/H8/B3094NCBA","H8/H8/B1100NCBA","H8/H8/B3095NCBA","H8/H8/B1152NCBA","H8/H8/B1091NCBA"
"Time Period","B1001NCBA","B1002NCBA","B1003NCBA","B1301NCBA","B1302NCBA","B1011NCBA","B1303NCBA","B1304NCBA","B1020NCBA","B1023NCBA","B1026NCBA","B1221NCBA","B1027NCBA","B1220NCBA","B3219NCBA","B1215NCBA","B1216NCBA","B1217NCBA","B1218NCBA","B1029NCBA","B1247NCBA","B3248NCBA","B1243NCBA","B2245NCBA","B3305NCBA","B1030NCBA","B2310NCBA","B1043NCBA","B1048NCBA","B3092NCBA","B1047NCBA","B3053NCBA","B1151NCBA","B1058NCBA","B1072NCBA","B1110NCBA","B3094NCBA","B1100NCBA","B3095NCBA","B1152NCBA","B1091NCBA"
1973-01-03,567255.3,162004.0,90446.0,,,71558.0,,,405251.3,134042.1,97979.1,,,,,,,,,86004.1,,,,,87226.0,,,,87062.5,,3262.2,30364.1,706865.6,613674.0,93158.0,,7813.4,,20498.9,642063.7,64801.9
1973-01-10,565505.4,161630.0,90096.0,,,71534.0,,,403875.4,134406.9,98309.3,,,,,,,,,86156.2,,,,,85003.0,,,,82710.9,,3500.5,29472.2,700978.7,596582.0,93947.0,,7198.7,,20863.5,625060.6,75918.2
1973-01-17,565347.7,161334.0,90215.0,,,71119.0,,,404013.7,134982.6,98481.2,,,,,,,,,86354.9,,,,,84195.0,,,,82521.1,,3514.9,29381.0,699562.4,597567.0,94180.0,,7454.6,,20504.7,626054.8,73507.6
1973-01-24,565173.7,160708.0,89362.0,,,71346.0,,,404465.7,135800.8,98916.6,,,,,,,,,86632.3,,,,,83116.0,,,,85928.9,,3683.9,29194.1,700885.2,589744.0,94813.0,,7802.2,,21190.5,619532.8,81352.4
1973-01-31,569708.9,161490.0,90011.0,,,71479.0,,,408218.9,137051.2,99406.7,,,,,,,,,86969.0,,,,,84792.0,,,,85602.4,,3939.4,29814.2,705900.2,596423.7,95162.7,,7615.8,,21820.7,626777.0,79123.2
1973-02-07,571225.4,159968.0,88257.0,,,71711.0,,,411257.4,138796.6,99835.5,,,,,,,,,87623.3,,,,,85002.0,,,,80612.9,,3971.5,29804.8,703473.6,589632.3,96208.3,,8187.8,,21658.7,619907.2,83566.4
1973-02-14,573571.7,159101.0,87338.0,,,71763.0,,,414470.7,140464.8,100269.3,,,,,,,,,88055.6,,,,,85681.0,,,,83042.1,,4059.6,30320.1,709274.3,598071.5,96909.5,,8649.8,,21371.9,628014.9,81259.3
1973-02-21,574704.2,157629.0,85393.0,,,72236.0,,,417075.2,141432.3,100611.1,,,,,,,,,88419.7,,,,,86612.0,,,,83500.5,,3981.3,30685.0,711760.1,602888.9,97721.9,,9427.5,,21899.4,633858.8,77901.3
1973-02-28,577518.0,157843.0,85327.0,,,72516.0,,,419675.0,142499.6,101108.4,,,,,,,,,88936.1,,,,,87131.0,,,,87338.8,,3788.5,31948.3,718544.9,605090.1,98969.1,,10220.0,,22400.6,636858.3,81686.6
1973-03-07,581575.7,157958.0,85118.0,,,72840.0,,,423617.7,144059.6,101683.1,,,,,,,,,89227.0,,,,,88648.0,,,,81479.8,,4063.6,31768.7,717513.7,601055.2,100261.2,,10351.1,,22523.2,633097.9,84415.7
1973-03-14,582718.1,157997.0,85085.0,,,72912.0,,,424721.1,144300.3,102135.0,,,,,,,,,89639.8,,,,,88646.0,,,,82883.4,,4301.6,31802.9,719138.5,603565.0,101497.0,,10309.4,,22477.6,635468.2,83670.4
1973-03-21,584213.7,158117.0,85230.0,,,72887.0,,,426096.7,145026.9,102549.3,,,,,,,,,89912.5,,,,,88608.0,,,,80052.4,,4449.7,31618.8,718991.7,600713.1,101998.1,,10654.8,,22981.0,633660.0,85331.7
1973-03-28,586170.1,158244.0,85415.0,,,72829.0,,,427926.1,145897.4,103067.0,,,,,,,,,90281.6,,,,,88680.0,,,,83126.4,,4547.8,31240.3,723122.1,602827.0,102749.0,,10810.4,,22436.5,635180.6,87941.5
1973-04-04,587539.2,158276.0,86337.0,,,71939.0,,,429263.2,146231.7,103412.6,,,,,,,,,90697.9,,,,,88921.0,,,,81915.3,,4141.1,32078.9,721990.2,611844.1,103079.1,,10461.3,,22406.7,643652.4,78337.8
1973-04-11,589144.2,158630.0,85762.0,,,72868.0,,,430514.2,146951.7,103932.6,,,,,,,,,90941.0,,,,,88689.0,,,,81271.3,,4170.0,32758.8,724429.2,609507.5,103973.5,,10468.8,,23195.4,642296.6,82132.6
1973-04-18,589137.7,158150.0,85097.0,,,73053.0,,,430987.7,147438.1,104237.8,,,,,,,,,91112.8,,,,,88199.0,,,,84458.3,,4386.4,32270.7,727749.9,613512.3,103856.3,,10654.7,,23068.3,646432.5,81317.4
1973-04-25,591134.1,158375.0,84998.0,,,73377.0,,,432759.1,148262.6,104676.5,,,,,,,,,91308.0,,,,,88512.0,,,,84351.2,,4588.2,32212.6,733615.6,610235.2,104348.2,,10771.8,,23684.8,644018.0,89597.6
1973-05-02,593439.9,158217.0,84820.0,,,73397.0,,,435222.9,148506.8,105103.3,,,,,,,,,91501.8,,,,,90111.0,,,,82941.3,,4345.1,33215.8,733030.8,618557.7,104636.7,,11139.7,,24030.7,653014.7,80016.1
1973-05-09,594532.1,157914.0,84185.0,,,73729.0,,,436618.1,148967.4,105236.4,,,,,,,,,91810.2,,,,,90604.0,,,,83287.1,,4430.5,32582.0,732746.0,609657.7,105801.7,,11267.1,,23377.2,643619.5,89126.6
1973-05-16,594481.8,156324.0,82580.0,,,73744.0,,,438157.8,149536.0,105609.9,,,,,,,,,92023.9,,,,,90988.0,,,,86803.7,,4755.7,32929.3,738963.9,618280.3,106143.3,,11052.5,,24605.4,653559.2,85404.7
1973-05-23,595486.5,156178.0,82326.0,,,73852.0,,,439308.5,150481.5,105949.9,,,,,,,,,92230.0,,,,,90647.0,,,,85764.9,,5170.6,32801.0,739117.6,609571.7,106910.7,,11683.9,,24811.4,645787.2,93330.4
1973-05-30,598963.0,157467.0,83013.0,,,74454.0,,,441496.0,150941.2,106508.9,,,,,,,,,92653.9,,,,,91392.0,,,,81593.4,,5003.1,32971.5,738629.0,618206.1,107238.1,,11927.5,,24530.0,654222.3,84406.7
1973-06-06,601500.0,157996.0,83500.0,,,74496.0,,,443504.0,152446.5,106961.6,,,,,,,,,92893.9,,,,,91202.0,,,,86046.7,,4888.5,33379.2,744550.8,618470.2,107141.2,,11599.0,,24587.2,654117.8,90433.1
1973-06-13,602877.1,157939.0,83314.0,,,74625.0,,,444938.1,152598.9,107246.4,,,,,,,,,93037.9,,,,,92055.0,,,,83242.1,,4997.5,33361.6,744923.9,620468.8,107318.8,,11992.9,,24388.0,656266.0,88657.9
1973-06-20,603550.1,157360.0,82969.0,,,74391.0,,,446190.1,152863.4,107704.8,,,,,,,,,93235.9,,,,,92386.0,,,,87010.4,,5143.3,33620.7,749628.3,624796.9,106653.9,,12222.0,,24562.5,660961.4,88666.9
1973-06-27,605462.6,157548.0,82895.0,,,74653.0,,,447914.6,153068.6,107778.1,,,,,,,,,93566.9,,,,,93501.0,,,,84501.1,,5260.0,33575.0,749288.6,621117.4,107315.4,,12895.6,,24712.0,657987.0,91301.7
1973-07-04,606847.3,157563.0,83012.0,,,74551.0,,,449284.3,153493.8,108155.2,,,,,,,,,93736.3,,,,,93899.0,,,,91415.8,,5123.9,34141.9,756550.1,639576.2,107434.2,,13246.6,,24183.0,675963.1,80587.1
1973-07-11,609941.1,157564.0,82824.0,,,74740.0,,,452377.1,154623.1,108694.9,,,,,,,,,94013.0,,,,,95046.0,,,,85283.0,,5330.9,33645.9,753816.8,628180.0,107748.0,,12938.1,,24057.0,664271.4,89545.4
1973-07-18,608905.1,157087.0,82276.0,,,74811.0,,,451818.1,154999.1,109132.9,,,,,,,,,94388.1,,,,,93298.0,,,,85291.2,,5334.8,33563.4,754856.4,628755.4,108693.4,,13453.2,,23967.1,665295.1,89561.2
1973-07-25,610713.3,157514.0,81889.0,,,75625.0,,,453199.3,156140.0,109746.0,,,,,,,,,94536.3,,,,,92777.0,,,,89637.6,,5736.4,33317.2,760674.7,625491.5,110036.5,,14222.5,,24150.6,663015.1,97659.6
1973-08-01,613347.7,156969.0,81197.0,,,75772.0,,,456378.7,156815.3,110127.2,,,,,,,,,94762.1,,,,,94674.0,,,,91366.5,,5215.1,34622.7,764692.7,637246.2,111173.2,,14146.2,,25068.6,675485.3,89207.4
1973-08-08,614977.5,157048.0,81028.0,,,76020.0,,,457929.5,157928.1,110391.2,,,,,,,,,94993.2,,,,,94617.0,,,,85083.7,,5124.2,35024.5,762210.1,628064.6,112427.6,,13871.6,,24988.7,665840.5,96369.6
1973-08-15,618622.1,158475.0,82164.0,,,76311.0,,,460147.1,158174.1,110775.4,,,,,,,,,95094.6,,,,,96103.0,,,,87741.7,,5146.9,35320.2,769657.5,637728.0,113500.0,,13840.9,,24833.8,675141.7,94515.8
1973-08-22,615551.9,157467.0,81229.0,,,76238.0,,,458084.9,158425.2,110998.8,,,,,,,,,95487.8,,,,,93173.0,,,,87990.3,,5305.6,34569.9,764270.0,625711.5,114323.5,,14538.5,,25155.7,664396.8,99873.1
1973-08-29,616235.1,157595.0,80759.0,,,76836.0,,,458640.1,157845.5,111279.2,,,,,,,,,95489.4,,,,,94026.0,,,,85067.0,,5436.0,35043.5,761984.5,624474.1,114937.1,,15013.6,,25184.2,663349.9,98634.5
1973-09-05,620489.4,159333.0,82918.0,,,76415.0,,,461156.4,158342.8,111867.3,,,,,,,,,95782.3,,,,,95164.0,,,,86804.2,,5067.9,35913.7,767763.6,640101.4,114934.4,,15367.3,,24625.4,678527.5,89236.1
1973-09-12,621142.7,159916.0,83053.0,,,76863.0,,,461226.7,158496.6,112011.1,,,,,,,,,95923.0,,,,,94796.0,,,,89065.4,,5247.0,35540.7,773832.3,639864.6,115053.6,,13945.0,,25170.8,677598.9,96233.4
1973-09-19,620472.3,158826.0,81967.0,,,76859.0,,,461646.3,157972.6,112495.1,,,,,,,,,95980.6,,,,,95198.0,,,,86792.1,,5067.7,35194.7,768494.8,636704.7,115367.7,,14087.6,,25076.3,674483.2,94011.6
1973-09-26,622071.1,159203.0,81810.0,,,77393.0,,,462868.1,158837.8,112927.4,,,,,,,,,96069.9,,,,,95033.0,,,,91343.5,,5137.9,34979.2,773056.2,635606.5,115547.5,,14822.2,,24806.9,673770.7,99285.5
1973-10-03,623340.4,159879.0,82259.0,,,77620.0,,,463461.4,159083.7,113293.3,,,,,,,,,96372.5,,,,,94712.0,,,,89004.4,,4982.4,36163.0,772573.6,643413.7,115043.7,,14658.5,,24983.6,681386.3,91187.3
1973-10-10,626201.1,161038.0,83467.0,,,77571.0,,,465163.1,159435.6,113562.6,,,,,,,,,96550.0,,,,,95615.0,,,,86203.5,,4943.5,36497.4,777569.0,648481.2,114938.2,,14120.8,,25077.3,686045.3,91523.6
1973-10-17,623786.3,160325.0,83196.0,,,77129.0,,,463461.3,158996.4,113933.3,,,,,,,,,96735.6,,,,,93796.0,,,,85750.3,,5158.4,36214.5,771537.9,643595.4,115062.4,,14162.9,,25084.8,681276.6,90261.3
1973-10-24,625825.4,161249.0,83971.0,,,77278.0,,,464576.4,159398.2,114136.2,,,,,,,,,96958.9,,,,,94083.0,,,,99449.5,,5656.7,35622.1,789350.0,647997.7,115359.7,,14539.1,,24857.6,685860.1,103489.9
1973-10-31,627414.2,162250.0,84186.0,,,78064.0,,,465164.2,158884.0,114530.6,,,,,,,,,97089.5,,,,,94660.0,,,,94532.7,,5496.4,36516.3,785796.5,652199.2,115030.2,,14660.0,,25611.4,690829.6,94966.9
1973-11-07,632174.2,164252.0,86889.0,,,77363.0,,,467922.2,159532.0,114972.5,,,,,,,,,97472.8,,,,,95945.0,,,,93275.1,,5198.2,36589.8,789802.7,656291.6,114160.6,,14202.9,,25592.5,694510.5,95292.2
1973-11-14,629694.7,163506.0,87065.0,,,76441.0,,,466188.7,159542.3,115232.6,,,,,,,,,97588.9,,,,,93825.0,,,,95168.0,,5364.4,35970.1,788961.6,651327.5,113794.5,,14161.6,,25423.8,689560.6,99401.0
1973-11-21,631272.0,164540.0,88460.0,,,76080.0,,,466732.0,160219.2,115657.4,,,,,,,,,97901.4,,,,,92954.0,,,,90105.6,,6000.3,36197.5,784318.1,643698.7,113901.7,,14485.2,,26848.6,684004.8,100313.3
1973-11-28,631633.2,163871.0,87620.0,,,76251.0,,,467762.2,160170.7,116011.5,,,,,,,,,97996.1,,,,,93584.0,,,,89324.5,,5949.2,35609.5,784083.3,644506.2,113990.2,,14708.4,,26766.0,684956.3,99127.0
1973-12-05,636386.5,166615.0,90674.0,,,75941.0,,,469771.5,160904.5,116410.8,,,,,,,,,98280.3,,,,,94176.0,,,,93524.3,,5868.7,36941.3,793794.6,651724.4,113911.4,,14901.7,,26742.3,692054.3,101740.3
1973-12-12,638746.6,167369.0,90574.0,,,76795.0,,,471377.6,160881.0,116852.0,,,,,,,,,98265.6,,,,,95379.0,,,,95594.7,,5897.6,36028.6,797602.6,658250.6,114962.6,,14686.4,,26580.1,698201.7,99400.9
1973-12-19,640099.0,166388.0,89551.0,,,76837.0,,,473711.0,160918.3,117075.1,,,,,,,,,98353.6,,,,,97364.0,,,,95579.6,,5555.4,36541.4,799376.7,663031.0,114775.0,,14888.9,,26669.7,703110.7,96266.0
1973-12-26,645242.8,166727.0,89865.0,,,76862.0,,,478515.8,161746.6,117303.3,,,,,,,,,98368.9,,,,,101097.0,,,,80805.6,,5536.3,36687.2,792554.1,660037.2,115478.2,,15284.2,,26232.6,699801.1,92753.0
1974-01-02,644904.9,167515.0,89825.0,,,77690.0,,,477389.9,161641.2,117278.9,,,,,,,,,98510.8,,,,,99959.0,,,,95514.1,,5264.2,37122.8,808978.0,689364.8,115886.8,,14653.9,,25309.5,727064.0,81914.0
1974-01-09,643216.4,168273.0,90634.0,,,77639.0,,,474943.4,162192.4,117343.4,,,,,,,,,98771.7,,,,,96636.0,,,,93626.0,,5828.7,36483.7,804840.5,666947.1,116798.1,,14633.5,,25258.2,704967.0,99873.6
1974-01-16,644271.4,168190.0,91031.0,,,77159.0,,,476081.4,162896.8,117881.8,,,,,,,,,99034.8,,,,,96268.0,,,,95474.9,,5980.7,35390.7,806977.3,669576.6,117234.6,,14535.0,,25332.2,707789.0,99188.3
1974-01-23,645113.2,168632.0,91438.0,,,77194.0,,,476481.2,163480.8,118056.1,,,,,,,,,99348.2,,,,,95596.0,,,,94608.9,,6468.1,35122.3,806996.5,656946.7,118129.7,,14697.9,,25309.9,695359.8,111636.7
1974-01-30,645043.4,168578.0,90817.0,,,77761.0,,,476465.4,163739.6,118481.9,,,,,,,,,99219.9,,,,,95024.0,,,,92596.3,,6275.4,35526.0,805877.7,658589.0,118572.0,,15431.0,,25081.9,697293.0,108584.7
1974-02-06,647320.2,168744.0,90534.0,,,78210.0,,,478576.2,164252.2,118906.5,,,,,,,,,99406.4,,,,,96011.0,,,,93943.1,,6135.9,36313.0,809474.6,659881.9,118470.9,,14491.7,,26326.2,699039.0,110435.6
1974-02-13,646724.8,167704.0,90236.0,,,77468.0,,,479020.8,164547.1,119237.5,,,,,,,,,99647.1,,,,,95589.0,,,,100231.5,,5641.6,36075.2,814752.5,666921.3,118632.3,,14307.4,,26829.9,706579.3,108173.2
1974-02-20,648140.2,168174.0,90083.0,,,78091.0,,,479966.2,164782.8,119537.8,,,,,,,,,99719.5,,,,,95926.0,,,,98887.3,,5627.1,36830.7,816464.0,667898.6,118668.6,,14477.5,,26767.2,707656.5,108807.6
1974-02-27,649712.3,168469.0,90011.0,,,78458.0,,,481243.3,165205.3,119747.6,,,,,,,,,99846.3,,,,,96444.0,,,,89989.5,,5711.9,36692.3,809687.8,658737.8,119070.8,,14495.0,,26703.0,698484.6,111203.2
1974-03-06,654780.1,170896.0,92313.0,,,78583.0,,,483884.1,166354.7,120131.5,,,,,,,,,99983.9,,,,,97414.0,,,,94376.6,,5618.5,37532.2,819357.3,665663.1,119285.1,,14413.7,,26681.9,705311.4,114045.9
1974-03-13,655710.1,170927.0,91500.0,,,79427.0,,,484783.1,167017.2,120576.2,,,,,,,,,100158.7,,,,,97031.0,,,,95440.8,,5741.0,37834.8,820392.8,663649.6,119876.6,,14657.7,,27127.6,704155.9,116236.9
1974-03-20,657490.8,169698.0,90330.0,,,79368.0,,,487792.8,168805.6,121190.8,,,,,,,,,100361.4,,,,,97435.0,,,,96909.2,,6073.0,37061.5,823493.0,666684.7,119973.7,,15082.5,,26969.5,707620.1,115873.0
1974-03-27,660895.2,169876.0,90429.0,,,79447.0,,,491019.2,170348.8,121422.0,,,,,,,,,100454.4,,,,,98794.0,,,,98243.0,,6379.7,37172.1,830376.4,667566.8,120941.8,,15572.1,,27570.4,709741.3,120635.1
1974-04-03,666754.8,170924.0,91873.0,,,79051.0,,,495830.8,172997.7,121876.5,,,,,,,,,100643.5,,,,,100313.0,,,,94537.5,,6187.6,38668.6,832381.0,680319.7,122174.7,,15135.3,,27803.3,722125.3,110255.7
1974-04-10,668903.4,171763.0,92994.0,,,78769.0,,,497140.4,173848.6,122258.4,,,,,,,,,100919.4,,,,,100114.0,,,,97090.8,,6126.2,38495.0,836615.2,682519.3,123628.3,,15266.7,,27071.8,723561.2,113054.1
1974-04-17,671341.3,171381.0,91874.0,,,79507.0,,,499960.3,175173.1,122642.9,,,,,,,,,100954.4,,,,,101190.0,,,,95871.3,,6140.3,38254.4,838023.9,691316.9,124286.9,,15463.4,,26978.7,732350.2,105673.8
1974-04-24,670713.3,169862.0,89424.0,,,80438.0,,,500851.3,175326.4,123177.4,,,,,,,,,101037.5,,,,,101310.0,,,,95001.1,,6537.4,37802.9,835143.9,676306.4,125620.4,,16171.6,,27032.2,718093.0,117050.9
1974-05-01,674253.8,169351.0,88776.0,,,80575.0,,,504902.8,176716.2,123466.3,,,,,,,,,100766.3,,,,,103954.0,,,,94510.8,,6488.8,39279.4,841608.5,691107.4,126015.4,,16302.7,,27253.8,732954.2,108654.3
1974-05-08,673761.2,169841.0,88803.0,,,81038.0,,,503920.2,177051.0,123734.7,,,,,,,,,100965.5,,,,,102169.0,,,,93836.1,,6431.6,38669.8,838070.9,681700.0,127173.0,,16648.6,,27274.0,724060.7,114010.2
1974-05-15,675674.7,169184.0,87512.0,,,81672.0,,,506490.7,177343.5,123875.3,,,,,,,,,100906.9,,,,,104365.0,,,,99885.5,,6414.9,38571.7,846094.2,691668.7,127827.7,,16779.4,,27880.6,734971.4,111122.8
1974-05-22,674990.1,168215.0,87158.0,,,81057.0,,,506775.1,177637.8,124402.8,,,,,,,,,102195.5,,,,,102539.0,,,,95560.5,,6707.6,38140.9,842215.2,681979.1,129241.1,,17119.2,,27407.1,725289.9,116925.3
1974-05-29,676302.8,168188.0,86680.0,,,81508.0,,,508114.8,178295.9,124529.1,,,,,,,,,101415.7,,,,,103874.0,,,,101865.8,,6543.1,38334.8,848347.8,690021.2,129727.2,,17618.2,,27696.5,734067.0,114280.7
1974-06-05,679308.4,169403.0,88224.0,,,81179.0,,,509905.4,178772.3,124715.3,,,,,,,,,101552.8,,,,,104865.0,,,,95947.3,,6229.7,40167.2,849903.3,691401.1,129839.1,,17428.1,,28353.3,735736.6,114166.7
1974-06-12,681122.2,169919.0,87394.0,,,82525.0,,,511203.2,179543.6,124986.5,,,,,,,,,101735.1,,,,,104938.0,,,,101535.5,,6435.7,40420.8,856426.4,691401.4,130144.4,,17202.7,,28284.5,735262.0,121164.4
1974-06-19,682697.9,169182.0,87003.0,,,82179.0,,,513515.9,179910.0,125421.2,,,,,,,,,101799.7,,,,,106385.0,,,,95749.2,,6218.8,40258.0,850659.9,696698.2,130095.2,,17420.7,,28613.7,741201.9,109458.0
1974-06-26,683885.3,168381.0,85541.0,,,82840.0,,,515504.3,180573.5,125498.5,,,,,,,,,101921.4,,,,,107511.0,,,,104294.8,,6537.0,40630.7,862872.0,695973.6,130541.6,,18238.5,,29632.2,742188.0,120684.0
1974-07-03,686078.0,167735.0,85064.0,,,82671.0,,,518343.0,182298.6,125960.4,,,,,,,,,102048.1,,,,,108036.0,,,,98545.7,,6074.5,41829.0,857355.7,708656.9,131109.9,,18040.1,,29136.9,753556.9,103798.9
1974-07-10,686127.7,167263.0,84273.0,,,82990.0,,,518864.7,183180.4,126282.1,,,,,,,,,102051.1,,,,,107351.0,,,,97944.7,,6565.2,42436.8,859011.4,699345.2,131297.2,,18069.6,,29436.8,744526.7,114484.8
1974-07-17,686290.6,166727.0,83774.0,,,82953.0,,,519563.6,184078.5,126498.1,,,,,,,,,102008.1,,,,,106979.0,,,,97351.8,,6897.5,42219.6,858780.7,699827.5,132580.5,,18430.3,,30477.7,746729.1,112051.7
1974-07-24,686353.8,166636.0,83298.0,,,83338.0,,,519717.8,184729.6,126814.1,,,,,,,,,102277.1,,,,,105897.0,,,,102242.0,,7202.6,42731.4,862108.3,692803.4,133804.4,,18805.5,,30739.7,740150.4,121957.9
1974-07-31,690340.8,167705.0,84697.0,,,83008.0,,,522635.8,184684.3,127010.5,,,,,,,,,101974.0,,,,,108967.0,,,,96783.8,,6962.5,45404.2,866969.5,703217.4,134470.4,,18651.0,,31131.9,750249.5,116719.9
1974-08-07,691039.7,168505.0,85863.0,,,82642.0,,,522534.7,185423.3,127022.0,,,,,,,,,102008.4,,,,,108081.0,,,,94581.5,,6764.9,45163.8,866068.8,697084.5,135136.5,,18607.0,,31122.0,744278.9,121789.9
1974-08-14,690920.9,168188.0,85539.0,,,82649.0,,,522732.9,185828.7,127194.5,,,,,,,,,102203.7,,,,,107506.0,,,,95538.2,,7042.4,45195.5,866197.7,697665.8,135732.8,,18851.8,,30715.4,744821.8,121375.9
1974-08-21,690718.3,167098.0,84145.0,,,82953.0,,,523620.3,186659.8,127492.9,,,,,,,,,102391.6,,,,,107076.0,,,,96128.5,,6951.2,43988.0,863010.0,693021.5,136317.5,,19193.2,,31280.0,741634.8,121375.2
1974-08-28,692240.9,167345.0,84372.0,,,82973.0,,,524895.9,187025.8,127636.3,,,,,,,,,102369.9,,,,,107864.0,,,,95249.2,,6975.7,44173.5,867504.8,694969.9,136815.9,,20037.5,,31475.0,744654.5,122850.3
1974-09-04,692951.5,167512.0,84444.0,,,83068.0,,,525439.5,187758.8,127689.6,,,,,,,,,102285.2,,,,,107706.0,,,,103817.7,,6715.9,45905.4,875449.4,712402.6,136809.6,,19292.9,,31994.3,761585.7,113863.8
1974-09-11,695039.5,168445.0,85284.0,,,83161.0,,,526594.5,188016.4,127741.3,,,,,,,,,102465.9,,,,,108371.0,,,,96715.0,,6556.8,45611.6,871302.3,705053.4,137145.4,,19142.4,,32081.2,754157.6,117144.7
1974-09-18,694152.0,167377.0,83871.0,,,83506.0,,,526775.0,187960.2,128058.5,,,,,,,,,102472.3,,,,,108284.0,,,,93523.2,,6665.9,45073.2,865905.0,703135.4,136839.4,,19243.8,,31950.1,752274.0,113630.9
1974-09-25,691966.7,166665.0,82430.0,,,84235.0,,,525301.7,187958.6,128199.0,,,,,,,,,102572.1,,,,,106572.0,,,,100192.9,,6720.6,45604.6,870790.5,699522.3,137450.3,,19756.6,,32526.1,749628.8,121161.6
